N,P,K,Temperature,Humidity,pH,Rainfall,Crop
114.26,9.95,30.56,33.43,59.62,7.05,277.7,Groundnut
45.58,18.52,33.29,32.62,60.04,7.09,194.08,Wheat
83.2,30.6,21.86,31.68,55.27,7.45,269.88,Sugarcane
94.52,40.92,10.25,30.6,60.81,6.72,135.06,Barley
77.92,56.4,76.89,31.5,86.9,6.96,298.18,Groundnut
97.19753789244619,41.220913587458924,28.656643506139734,28.121135788256776,65.72921265174311,5.758118019848635,135.76871301118481,Pulses
59.83,27.39,79.02,22.52,70.4,7.1,297.33,Wheat
116.03,18.14,65.96,21.82,66.17,6.13,298.59,Millet
49.43,34.62,44.37,25.19,51.13,7.08,87.43,Sugarcane
56.08,46.22,53.97,33.7,79.74,5.48,194.71,Sugarcane
78.26,56.47,76.6,31.7,86.52,7.14,297.76,Groundnut
43.30996085049952,39.69654791672225,67.9576911716017,28.312151721252583,59.03127430559848,5.4310442389812,129.386081770396,Pulses
104.64,78.62,43.54,28.42,82.05,6.41,163.84,Sugarcane
88.68,29.21,45.27,25.85,60.02,7.5,250.62,Rice
72.9,51.85,45.42,31.82,66.03,5.9,112.13,Millet
59.82,59.39,40.81,30.21,67.94,5.23,201.93,Sugarcane
113.87,10.47,31.33,34.3,59.75,6.67,277.61,Groundnut
89.44,28.71,45.11,26.31,59.67,7.24,250.82,Rice
20.87,78.49,67.39,31.44,72.81,5.96,52.73,Rice
25.91,75.35,54.38,20.13,88.79,5.68,91.7,Rice
88.46,23.18,25.18,21.51,60.03,7.69,136.05,Sugarcane
109.61,37.91,53.61,32.37,61.55,5.13,233.88,Groundnut
49.07,34.99,43.73,24.76,51.3,6.35,86.7,Sugarcane
45.61,16.41,14.34,27.51,71.2,7.28,164.54,Soybean
70.17,88.75,46.83,20.83,84.07,6.48,98.51,Groundnut
92.05281162602108,14.200770233553992,61.310554898995505,33.023046516750085,65.06325901425548,6.6631333460595865,118.31201536766012,Millet
91.26,16.57,12.44,33.89,76.61,7.23,229.18,Pulses
37.76,21.09,36.35,20.97,86.38,6.07,238.08,Wheat
95.9,37.35,24.68,24.39,54.89,6.63,213.55,Sugarcane
94.88747186553498,41.6539713662305,9.40745874863194,31.309981135290613,61.36481981007079,6.760278654139113,134.69665166901177,Groundnut
95.37,40.57,9.73,31.12,60.71,6.94,134.72,Barley
99.36,51.41,66.97,29.93,69.89,6.79,145.47,Sugarcane
106.99,38.69,31.92,20.32,80.84,6.15,119.15,Maize
87.16,50.0,46.33,25.19,54.2,5.56,121.35,Soybean
78.38,56.25,76.9,31.2,86.76,7.43,298.12,Groundnut
69.96,88.88,47.4,21.11,83.68,6.88,98.63,Groundnut
24.03,76.69,17.07,34.78,60.86,5.59,206.1,Rice
31.41,29.26,33.18,21.29,71.99,6.05,265.96,Groundnut
77.68,47.61,12.1,30.1,88.01,6.38,272.19,Sugarcane
25.68,44.15,55.87,23.47,54.93,6.14,287.1,Wheat
92.31,13.65,61.19,32.45,64.63,5.94,118.03,Maize
71.85,52.54,71.33,25.21,51.31,7.69,253.96,Wheat
28.5,63.09,20.51,30.33,84.01,7.0,164.78,Cotton
87.3,53.93,74.41,33.64,87.61,5.98,137.99,Maize
41.16,19.51,66.97,24.79,66.15,7.8,257.58,Cotton
55.481481093100406,57.87642540349264,71.60278958914918,28.131962779280023,55.420102081670144,7.099017126915306,119.72359330785422,Cotton
69.74,18.31,21.35,20.75,50.69,5.83,126.12,Soybean
105.61,62.96,64.44,33.0,76.81,6.93,292.5,Barley
74.03,50.87,67.04,25.56,50.9,7.15,101.25,Soybean
24.17,76.86,17.41,34.6,60.92,6.38,206.19,Rice
52.91,23.72,22.04,31.1,61.86,6.14,278.37,Millet
37.22,27.33,68.43,23.52,56.57,7.31,289.13,Sugarcane
72.81,27.11,24.57,25.78,89.5,6.11,251.01,Sugarcane
118.94,32.16,59.08,20.6,66.76,5.9,284.97,Maize
42.22168855201111,17.228032777142403,76.54401142951563,20.97783047222148,84.49323841432536,5.776973406622673,158.2981358443471,Wheat
54.84,57.94,72.27,28.55,54.62,6.93,120.02,Rice
44.99,55.89,62.93,24.91,87.55,7.81,299.8,Rice
113.84,82.1,53.62,34.63,61.88,5.61,274.99,Soybean
28.72,17.59,59.09,23.25,60.51,7.59,157.94,Sugarcane
73.33,51.54,45.43,31.86,66.39,6.11,111.93,Millet
42.24,57.47,75.25,25.22,88.31,5.86,54.98,Millet
115.53,18.38,65.68,22.25,65.59,5.81,299.28,Millet
79.05,18.46,27.79,27.72,85.34,5.81,226.46,Maize
29.95,41.35,56.13,22.18,78.55,6.69,275.18,Wheat
23.96,12.94,38.77,29.08,60.49,5.79,238.36,Wheat
78.39,56.35,76.75,31.45,86.62,6.92,298.48,Groundnut
60.84,36.12,58.21,23.47,75.79,5.88,160.5,Millet
55.8,51.83,45.93,23.77,80.79,5.84,283.91,Groundnut
72.64,52.07,45.0,31.68,66.42,5.94,112.31,Millet
28.63,17.59,59.21,23.36,61.34,7.43,157.78,Sugarcane
25.53,74.81,53.72,20.75,88.71,5.91,91.81,Rice
116.03,17.93,65.89,22.33,65.65,6.65,299.11,Millet
83.14,31.13,22.42,32.14,54.6,7.26,269.65,Sugarcane
99.45,50.92,66.88,29.95,69.54,7.54,144.77,Sugarcane
51.15,14.78,20.38,29.92,55.79,6.84,137.48,Maize
92.09,81.24,34.47,22.47,51.47,6.2,147.38,Cotton
115.66,84.63,36.91,21.33,63.96,6.65,92.38,Pulses
30.15,40.56,55.83,22.2,78.56,6.01,274.51,Wheat
118.77,31.66,58.78,20.62,66.65,5.21,285.13,Maize
24.18,77.25,17.22,34.76,60.67,6.43,206.34,Rice
60.41,26.5,79.49,21.65,70.41,6.67,297.27,Wheat
28.72,35.64,20.01,22.59,85.47,7.05,123.84,Sugarcane
104.69,79.32,43.6,28.34,81.74,7.02,164.04,Sugarcane
21.81,41.17,67.36,27.31,54.18,5.56,295.44,Wheat
89.78,17.83,63.08,21.36,88.6,6.54,246.57,Wheat
72.81,26.76,25.27,25.77,88.76,6.19,250.87,Sugarcane
51.790092393860725,14.896120545428905,20.595829123154257,30.16739452365877,55.7443849197183,6.316877232847352,136.63292224239387,Barley
39.45,32.13,73.68,24.22,62.27,6.26,237.57,Rice
38.14,76.08,77.77,22.23,58.79,5.7,210.49,Sugarcane
82.78,30.83,21.8,32.15,55.3,6.88,270.42,Sugarcane
107.4,65.99,28.64,29.08,51.18,7.21,120.53,Millet
34.81521687396228,51.483164375635624,26.513876101635777,20.682195560665395,75.55292574711032,5.930331944337917,112.12331041012243,Soybean
89.32,29.09,45.33,25.96,60.08,7.95,251.32,Rice
97.31,41.06,29.22,28.19,66.38,6.08,136.02,Maize
106.98,65.52,29.36,29.17,51.37,6.7,121.28,Millet
78.05,55.52,77.08,31.52,87.13,7.45,298.09,Groundnut
57.78,47.57,19.86,32.66,88.62,6.96,183.56,Maize
98.03,52.13,34.04,21.23,62.81,6.18,52.3,Pulses
29.48,18.14,59.43,23.39,60.58,7.78,158.31,Sugarcane
38.36,17.28,24.53,30.32,75.81,5.94,246.56,Barley
92.22,14.13,60.83,32.71,65.4,6.6,118.23,Maize
22.17,41.0,66.57,27.29,53.53,6.19,295.13,Wheat
46.65,52.03,13.84,25.61,65.84,6.52,184.24,Sugarcane
107.19,38.62,32.17,20.41,80.66,5.86,119.03,Maize
22.18,41.04,67.13,27.48,53.9,5.96,294.62,Wheat
116.1,85.43,37.11,21.15,64.1,7.4,91.83,Pulses
29.29,17.76,58.59,23.74,61.2,7.77,157.93,Sugarcane
42.77,38.57,67.52,28.34,59.32,6.08,129.18,Rice
116.03,17.68,65.85,22.21,65.56,6.25,299.29,Millet
108.66,88.28,47.78,24.78,54.12,5.36,136.84,Maize
94.68,47.58,62.89,28.54,84.98,6.71,145.08,Groundnut
77.26590033723208,56.13475579782738,76.79431915097926,31.926798205028245,86.93519305656707,7.296610992068861,297.8762496525693,Soybean
58.12,47.52,20.37,32.73,88.81,7.88,184.13,Maize
108.89,88.17,47.57,24.42,54.0,5.82,136.63,Maize
106.97,38.99,31.63,20.54,81.36,5.65,119.18,Maize
79.09290042188208,17.681280256886645,27.6989991963695,27.041368813324603,84.96701999053835,5.474001449597112,225.75691537251012,Barley
73.25,52.31,44.8,32.51,66.42,6.01,112.39,Millet
21.48,33.95,39.74,31.21,86.22,7.06,176.66,Wheat
72.52,51.52,45.38,32.12,65.67,6.3,111.79,Millet
100.78,38.91,12.56,30.9,76.26,6.97,54.39,Cotton
38.22,17.3,25.23,30.42,76.47,6.6,247.01,Barley
22.13,41.08,67.2,27.17,54.39,6.15,294.82,Wheat
43.71,11.82,68.03,25.57,84.92,5.89,74.28,Rice
42.87,38.55,68.49,28.5,59.43,5.86,129.07,Rice
36.6,64.45,31.7,29.18,74.55,6.19,139.28,Maize
119.27,32.05,58.64,19.82,67.15,5.78,284.76,Maize
114.15,81.51,53.54,34.27,62.22,5.42,274.83,Soybean
109.64,37.61,53.76,32.03,62.07,5.81,234.27,Groundnut
87.97,23.24,24.76,21.66,59.8,7.44,136.0,Sugarcane
30.06,46.43,32.88,32.5,67.31,7.0,74.05,Soybean
86.84,49.65,46.47,25.8,54.49,5.44,121.49,Soybean
55.21,58.16,72.06,28.33,54.63,7.75,119.56,Rice
82.57,43.26,71.25,28.26,65.98,6.22,214.56,Millet
115.84,85.17,37.11,21.01,64.12,6.74,92.33,Pulses
35.54881427222573,76.56309814931913,65.53336188942484,30.309674361451886,70.67588616246978,6.519816046215302,238.48970523711745,Groundnut
101.24,38.56,12.79,30.81,75.54,6.5,54.12,Cotton
50.99456085470636,15.30751985039959,19.845187023640214,29.908286911192274,56.21568369473364,6.95083032327544,136.54547172484976,Cotton
116.23,74.09,16.19,30.5,64.91,6.39,196.73,Maize
118.66,32.16,59.43,20.07,66.89,5.8,285.32,Maize
77.84,47.99,12.04,30.11,87.76,6.47,272.45,Sugarcane
59.83,26.82,79.15,22.41,69.92,7.15,297.29,Wheat
109.52,37.78,54.2,32.94,62.28,5.06,233.72,Groundnut
52.432147708955505,24.15520939090957,22.128046865964777,31.4571644155044,61.79951742435701,5.768365250148859,278.06781294781484,Barley
24.2,12.86,38.91,29.74,60.06,6.41,238.46,Wheat
37.78,76.03,78.25,22.59,58.64,5.78,209.52,Sugarcane
92.49,13.81,61.34,32.64,65.47,5.76,117.82,Maize
42.85662695109849,39.00987205085556,67.66102965242857,28.415454915806258,59.61378959522674,6.035153567839863,129.30937494661808,Wheat
70.0,18.28,20.75,20.74,50.66,6.52,125.7,Soybean
55.06,57.68,72.38,28.22,55.01,7.37,119.71,Rice
86.77,50.27,46.5,25.78,53.56,5.84,121.01,Soybean
109.42,88.07,47.53,24.07,53.74,6.06,137.44,Maize
38.19,75.92,78.07,22.08,58.69,6.03,209.59,Sugarcane
28.73,18.08,58.55,23.23,61.16,7.6,158.4,Sugarcane
34.59,10.23,20.08,34.5,69.92,7.53,186.61,Rice
60.59,36.03,57.74,23.13,75.87,6.16,160.04,Millet
52.55,23.74,21.72,31.25,62.02,5.61,278.34,Millet
63.53244307331885,69.09362826445219,32.47205443729784,29.25064789322326,71.88616333206582,7.0535121887589,53.30642958385509,Millet
73.76,50.79,67.11,26.07,50.96,7.05,101.41,Soybean
88.79,28.68,44.9,26.07,60.44,7.04,250.6,Rice
46.12,19.37,32.7,32.39,59.96,6.61,194.43,Wheat
91.64,81.02,34.36,22.11,50.99,6.18,147.39,Cotton
40.92,19.99,67.01,25.07,66.35,7.09,258.45,Cotton
114.41,81.7,54.29,34.03,62.29,5.99,275.25,Soybean
77.68,48.17,11.88,30.58,87.95,6.24,272.16,Sugarcane
106.35,63.05,63.6,33.3,76.69,6.44,293.38,Barley
37.71,76.42,78.34,21.85,58.94,5.61,210.16,Sugarcane
82.87,42.72,71.37,28.13,65.66,6.63,214.56,Millet
38.94,25.66,40.86,33.02,69.46,6.38,167.93,Soybean
76.8,53.31,78.36,22.7,53.22,7.31,117.68,Barley
25.72,44.02,56.09,23.09,55.11,5.85,286.61,Wheat
100.32844939429552,43.676068878520674,49.986030130067995,34.59300503225435,82.29314676233105,6.728375214081357,49.72024086742448,Barley
106.94,65.88,28.61,29.14,50.68,6.5,120.71,Millet
58.98216882592206,73.38730564050525,61.72678897516775,27.740267770708,58.609022395273676,6.706132029765116,59.90237118793358,Cotton
88.96,28.64,45.35,25.92,59.92,7.96,250.95,Rice
116.31,17.59,66.36,21.64,66.34,6.71,299.0,Millet
70.17,88.57,47.5,21.11,83.87,6.71,99.38,Groundnut
113.27,48.87,52.44,33.88,84.13,6.3,227.55,Groundnut
59.04,73.19,61.67,26.84,59.08,6.87,59.58,Millet
53.32,24.05,22.34,31.86,61.91,6.07,278.25,Millet
38.1,75.61,78.26,21.72,59.5,6.19,210.16,Sugarcane
107.45,66.3,29.21,29.02,50.52,6.7,121.13,Millet
102.99,44.67,13.12,28.27,61.14,7.07,286.41,Maize
95.86,37.14,25.09,24.02,55.26,6.6,213.73,Sugarcane
59.65,27.02,78.83,22.08,70.06,6.44,297.1,Wheat
76.59,52.52,77.82,23.53,52.72,6.74,117.57,Barley
41.73,57.49,74.75,25.66,87.59,5.64,54.6,Millet
95.41,40.68,9.8,30.63,60.52,6.5,135.45,Barley
78.31,56.48,77.05,31.04,86.86,7.34,298.06,Groundnut
98.7,51.25,67.1,30.02,69.91,6.64,145.1,Sugarcane
78.55,18.41,27.57,27.88,85.49,5.22,225.79,Maize
31.5,28.65,33.14,22.06,72.06,5.8,265.9,Groundnut
103.27,41.72,34.77,22.38,66.32,6.11,164.05,Sugarcane
91.42,16.81,11.72,33.87,76.72,7.13,229.44,Pulses
82.48,89.63,29.5,28.37,56.35,5.73,155.3,Cotton
94.59,48.19,63.23,29.33,85.08,6.71,144.58,Groundnut
29.43,35.7,20.29,22.75,84.94,7.58,123.92,Sugarcane
90.23,17.85,63.49,21.09,89.41,6.58,247.11,Wheat
78.4,48.47,11.72,30.31,87.87,6.21,272.34,Sugarcane
95.21,47.3,42.74,24.15,87.05,6.45,275.64,Maize
29.48,35.7,19.87,22.03,84.88,7.48,123.82,Sugarcane
108.62,87.67,48.21,24.49,54.05,5.32,136.8,Maize
48.85,35.45,43.9,25.15,51.21,6.63,86.95,Sugarcane
92.15,14.17,60.68,32.22,65.21,6.03,118.24,Maize
106.43,63.41,63.96,32.97,76.86,6.46,293.26,Barley
88.08776865335763,22.686518802280546,25.842802759523725,21.449182663626406,60.274694445443,7.186089333494839,136.10903119692293,Maize
82.82363976322112,43.66483391018862,70.92518152088435,28.36892974137719,65.4528051950106,5.95937372296886,215.3822098383741,Rice
71.84,52.74,70.68,25.97,50.87,7.5,253.63,Wheat
106.55,39.2,32.39,20.55,81.43,5.96,118.83,Maize
95.42,46.67,42.72,24.46,87.18,6.98,275.74,Maize
55.3,57.58,72.16,28.08,55.04,7.18,120.14,Rice
20.83,34.23,40.19,31.63,85.82,6.75,177.14,Wheat
92.4,14.2,61.32,32.53,65.18,6.31,118.0,Maize
55.9,46.42,54.18,33.97,80.03,5.9,194.63,Sugarcane
44.05,12.36,67.67,25.24,84.7,6.28,74.36,Rice
25.98,43.6,55.56,23.15,54.54,6.4,287.4,Wheat
37.7,17.09,25.29,30.22,75.57,5.97,246.97,Barley
103.4,41.56,34.86,21.8,66.3,6.65,163.69,Sugarcane
103.31,41.62,34.6,21.87,65.73,6.37,163.82,Sugarcane
38.18,76.33,77.87,22.03,58.9,5.9,209.75,Sugarcane
109.06087876878462,87.67392822941532,47.99354778703129,24.133622737913967,53.566916878510476,6.009349602529035,136.1617709078296,Pulses
114.42,10.26,31.38,33.56,60.35,7.08,278.03,Groundnut
60.71,35.83,58.05,23.48,76.38,5.89,160.36,Millet
94.52,40.55,9.62,31.11,61.15,6.51,135.04,Barley
101.39,38.93,13.4,30.78,75.8,6.54,53.86,Cotton
41.89663815591156,57.03368666568935,74.41460934385456,24.86479492561247,87.88497897762653,5.93929526213633,55.016229910813564,Pulses
72.88,52.15,45.05,31.68,65.7,6.02,111.73,Millet
38.12,16.6,24.96,30.1,75.58,6.77,247.11,Barley
28.51,62.94,20.82,30.25,83.98,6.76,164.96,Cotton
115.7,84.64,36.78,21.28,64.31,7.19,91.67,Pulses
78.96,17.92,28.16,27.47,85.12,5.89,225.87,Maize
37.62,76.44,77.95,21.75,58.86,6.11,210.41,Sugarcane
70.09,88.86,46.63,20.51,83.59,6.14,99.5,Groundnut
21.68,40.73,67.31,27.14,54.27,6.0,294.9,Wheat
35.25,77.17,65.32,30.61,70.66,7.28,238.21,Cotton
91.93,13.58,60.67,33.09,65.18,6.15,117.85,Maize
28.99,63.0,20.55,29.67,83.66,6.93,165.33,Cotton
58.94,73.39,62.04,27.26,58.93,6.61,59.66,Millet
106.99,38.5,31.67,20.95,80.51,5.93,119.26,Maize
34.55,76.64,65.32,30.61,71.14,7.44,237.97,Cotton
38.08,21.17,36.11,21.43,86.43,6.07,237.86,Wheat
33.92,52.4,27.32,21.23,76.03,5.52,112.18,Sugarcane
106.66,65.67,29.41,29.19,51.14,7.27,121.37,Millet
28.54,36.49,20.3,22.89,84.8,6.8,124.07,Sugarcane
42.39,17.44,76.07,20.7,85.05,5.88,159.04,Maize
35.14,10.03,19.55,34.23,69.7,6.9,186.54,Rice
100.54,39.27,13.3,30.74,76.39,6.73,54.06,Cotton
53.4,24.4,22.28,31.62,61.91,5.92,278.25,Millet
60.95,35.78,58.31,23.97,76.32,5.43,160.5,Millet
30.34,43.57,9.7,24.84,88.34,5.92,71.3,Barley
75.78,87.56,54.2,33.76,57.92,7.34,102.24,Cotton
27.5,60.09,67.4,30.7,60.48,6.63,155.03,Maize
104.68,79.44,43.92,27.89,81.76,6.83,163.82,Sugarcane
21.34,78.47,67.04,31.45,72.84,6.2,52.89,Rice
34.56,76.83,65.28,30.39,71.01,7.59,238.22,Cotton
37.48,26.89,68.08,23.74,57.38,7.7,288.63,Sugarcane
82.84,30.58,22.4,31.44,55.22,7.18,269.98,Sugarcane
94.8,46.75,42.69,24.5,87.13,6.82,275.79,Maize
89.09,29.32,44.99,25.71,59.88,7.33,251.2,Rice
34.73,77.31,65.03,31.0,70.61,7.27,238.12,Cotton
69.62,88.97,47.18,20.74,84.01,6.71,99.14,Groundnut
115.95,17.98,66.47,22.2,66.13,6.62,299.09,Millet
83.05,30.89,21.95,32.1,55.12,7.56,270.46,Sugarcane
45.27,56.33,63.08,24.52,87.73,7.58,300.22,Rice
22.11,41.36,67.32,26.86,54.35,6.23,295.16,Wheat
37.06,63.7,32.1,29.03,74.58,6.35,138.66,Maize
103.21,44.65,12.97,28.63,61.33,6.79,285.85,Maize
115.74,17.69,66.09,21.9,66.29,6.31,299.09,Millet
35.29,76.71,65.44,30.75,71.42,7.4,238.43,Cotton
77.9,55.91,76.86,31.11,86.71,7.28,298.17,Groundnut
73.19,51.81,45.38,31.91,65.84,5.81,112.04,Millet
43.34,38.74,68.09,28.91,59.48,5.38,128.76,Rice
91.45,16.84,11.67,33.8,77.33,7.25,229.22,Pulses
96.16,37.33,24.99,24.38,55.44,7.33,213.78,Sugarcane
94.53,47.64,62.6,28.69,84.54,7.14,144.54,Groundnut
98.85,51.42,66.56,29.15,70.48,6.68,145.42,Sugarcane
101.4,38.62,13.08,31.15,75.86,6.94,53.85,Cotton
37.02,27.48,68.43,24.08,57.05,7.37,289.13,Sugarcane
43.11,39.18,67.61,28.4,59.23,6.18,128.95,Rice
43.98379280066523,12.657940034641568,68.66559624283624,26.201601314665556,85.3666499593202,6.55533042191177,73.9092129558552,Maize
105.35,79.15,43.86,28.35,81.71,6.51,164.39,Sugarcane
29.945770696933362,43.76999325956764,9.703725111418677,25.435569831455293,87.7765119048153,6.525349771007095,70.4650870533928,Soybean
100.15,44.21,50.33,34.93,82.34,5.63,50.16,Pulses
76.95,53.27,77.78,22.7,53.08,7.38,118.17,Barley
63.82,69.49,32.86,29.06,72.29,7.33,53.26,Barley
21.50518635612663,78.83550589138572,67.20953498202036,31.983618670368575,73.02521304053924,6.144655791349299,53.26031761861942,Wheat
44.18,12.36,67.56,25.37,85.31,5.4,74.41,Rice
109.94,37.99,54.47,32.01,61.85,5.98,233.78,Groundnut
42.79,38.94,68.19,28.27,58.85,5.53,128.9,Rice
87.0,53.73,74.48,33.26,87.88,5.97,138.13,Maize
101.39,16.04,60.4,30.09,88.76,5.39,136.01,Soybean
90.64,17.4,11.76,34.01,76.61,7.07,229.32,Pulses
109.73,37.71,54.0,32.49,62.0,5.02,233.72,Groundnut
78.04,47.73,12.47,30.38,87.99,6.15,271.84,Sugarcane
48.87,35.17,44.08,24.55,51.39,6.84,87.06,Sugarcane
59.52,27.3,79.05,22.13,70.49,6.57,296.54,Wheat
83.37,42.86,70.72,28.18,65.7,6.3,214.57,Millet
94.73,46.56,43.35,24.37,87.46,6.82,276.44,Maize
91.41304395772313,17.178309900481974,12.141231490988757,34.429864427447185,77.27160727137826,6.616404434257351,228.19000761683066,Sugarcane
64.28,68.97,33.29,29.16,71.6,7.38,52.99,Barley
98.47,52.27,34.09,20.76,63.01,6.59,51.53,Pulses
37.66,75.69,77.78,21.81,59.39,6.29,210.15,Sugarcane
34.96,10.14,19.61,33.84,69.66,6.9,187.18,Rice
78.67,17.74,28.42,27.04,84.86,5.32,225.86,Maize
108.98,87.91,48.19,24.71,54.21,5.75,136.57,Maize
24.34,13.19,38.57,29.25,60.13,6.45,237.95,Wheat
104.72,79.23,43.96,28.32,81.85,6.54,163.97,Sugarcane
115.88,17.83,65.69,22.17,66.5,6.58,298.52,Millet
87.8,22.89,25.08,21.43,60.37,7.52,136.08,Sugarcane
36.52,26.85,67.96,23.75,56.76,7.57,288.6,Sugarcane
56.04,51.64,45.88,23.57,80.68,5.54,283.7,Groundnut
30.08,46.25,33.36,31.95,67.42,6.76,74.29,Soybean
108.87,81.0,37.51,33.38,88.3,7.92,74.39,Sugarcane
92.3,14.19,60.62,32.56,65.44,5.9,117.52,Maize
30.07669591717565,44.358197152850316,9.77286031291724,25.20401778031152,88.03549904808797,6.406954964337611,71.31083346879767,Maize
87.09,54.15,73.84,33.18,88.19,6.22,138.21,Maize
86.88,54.4,73.51,33.03,88.46,6.68,137.99,Maize
39.14,31.61,73.76,24.63,61.5,6.91,237.9,Rice
38.39,20.73,35.74,21.39,85.66,5.54,237.72,Wheat
60.65,35.66,57.66,23.1,75.61,5.66,160.17,Millet
83.11,43.4,70.81,28.43,65.58,6.73,215.16,Millet
113.7,82.44,54.04,34.34,61.62,6.16,274.89,Soybean
114.34,81.72,54.35,34.1,62.32,5.46,275.38,Soybean
25.6,44.07,55.73,23.42,54.9,5.9,286.93,Wheat
55.61,51.73,45.77,23.59,81.16,6.24,284.08,Groundnut
86.52,49.81,46.38,24.98,53.83,5.81,121.31,Soybean
27.04,60.14,66.84,30.11,60.0,6.34,155.45,Maize
37.68,20.91,36.2,20.88,85.63,5.84,237.99,Wheat
28.79,18.0,58.63,23.48,61.45,7.33,158.47,Sugarcane
98.13,51.6,33.7,21.34,63.37,6.58,51.79,Pulses
20.86,77.74,66.81,30.82,73.36,5.63,53.46,Rice
108.77,81.29,37.55,33.68,87.65,7.13,73.92,Sugarcane
59.16890440453093,72.54711598456069,62.32538675656132,27.03732591540182,58.401490613055785,6.33520668372722,59.640184134687026,Groundnut
90.76,16.76,11.94,34.34,77.4,7.02,228.58,Pulses
56.25,46.08,53.66,34.03,79.99,5.21,194.66,Sugarcane
91.1,16.7,12.46,33.95,76.95,7.2,229.26,Pulses
83.42,42.81,70.82,27.96,65.97,6.26,215.43,Millet
58.5,47.72,20.29,32.02,89.42,7.79,184.08,Maize
92.05,13.93,61.39,32.83,65.3,5.9,118.02,Maize
90.8839189449115,16.947366575328783,12.322589162813234,35.1362862570035,77.61496741570912,7.836807981252123,229.12048166353293,Soybean
45.08,56.26,63.21,25.16,87.71,7.8,299.86,Rice
29.6,46.29,32.85,32.54,66.99,6.72,73.6,Soybean
100.38,44.1,49.58,34.64,82.2,6.32,49.74,Pulses
106.83,39.18,32.49,21.15,81.03,6.58,119.29,Maize
119.29,31.83,59.41,20.52,67.21,5.7,285.08,Maize
60.01,58.55,40.56,30.55,67.83,5.37,201.61,Sugarcane
77.22,52.65,77.73,23.5,52.86,7.1,118.18,Barley
37.7167369405202,16.604979739705776,25.10770037559744,30.148657553711544,76.91074541583649,6.621347720796265,247.6602866141872,Rice
35.05,9.7,20.43,34.46,70.38,7.45,187.48,Rice
87.49,53.79,74.3,32.98,87.61,6.43,138.05,Maize
29.95,45.67,33.42,32.2,66.94,7.48,74.27,Soybean
98.68156197145471,50.739841006862406,67.5649696440032,29.6217253951545,69.84310926995143,7.06301532138909,145.23810171675063,Pulses
96.6,40.85,29.09,28.52,65.88,6.63,136.49,Maize
41.13,19.93,67.25,24.53,66.28,7.53,257.78,Cotton
29.67,45.82,33.4,32.3,67.1,7.01,73.78,Soybean
102.81,41.81,35.1,21.71,66.25,6.07,164.48,Sugarcane
83.04,30.92,22.49,31.65,54.85,7.15,270.06,Sugarcane
110.22,37.7,53.57,32.39,62.08,5.13,234.07,Groundnut
55.23,58.09,72.34,28.12,54.77,6.91,120.37,Rice
91.07,17.21,12.07,34.31,76.9,6.64,229.12,Pulses
94.88,47.67,62.51,29.24,84.96,7.11,145.35,Groundnut
73.19,51.71,44.78,31.91,65.66,5.69,111.92,Millet
97.88,52.38,34.11,20.48,63.34,5.86,52.19,Pulses
61.30573464741711,36.29007829840722,57.68228452621838,23.426815193735244,76.30889287015057,5.545695150225868,160.35094621444898,Barley
39.167642617180775,25.51616721197862,40.53197838190296,32.79599461619421,69.12473398868192,5.98446374250609,168.09380008367913,Rice
119.3,32.07,58.54,20.7,66.78,5.46,285.25,Maize
24.52,86.69,35.84,28.32,87.4,5.38,227.87,Sugarcane
97.47,59.6,25.2,31.92,52.41,6.2,283.06,Wheat
43.72,11.63,67.69,25.6,85.41,5.72,74.31,Rice
115.96,85.05,37.13,21.15,64.18,7.0,91.57,Pulses
29.88,44.1,9.69,25.02,88.43,6.85,71.03,Barley
97.49,60.12,24.79,31.93,51.62,6.48,282.97,Wheat
46.81,52.21,13.83,24.94,66.22,6.61,183.7,Sugarcane
107.13,65.51,28.98,29.4,51.32,6.97,121.22,Millet
45.38,55.62,63.27,24.49,87.54,7.37,300.39,Rice
69.7,17.54,20.87,20.98,50.63,6.27,125.98,Soybean
42.28,16.81,75.53,21.53,84.62,6.08,159.2,Maize
56.49,46.02,54.41,33.79,80.25,6.0,195.15,Sugarcane
100.02,44.08,50.47,35.15,81.99,6.29,50.42,Pulses
79.25029991111406,17.514338655631974,27.95692339359396,27.907576650744797,83.95497151200618,5.718514283047724,226.34639808620696,Rice
97.59,52.06,33.91,20.72,63.02,5.97,52.18,Pulses
59.02,72.99,62.01,27.02,58.59,7.12,60.48,Millet
76.0,88.49,54.1,34.45,58.08,6.53,101.83,Cotton
70.26339819017963,88.12696552330317,46.58069698196671,21.718248745318363,84.03868274749222,6.397244826291582,99.41203261784118,Cotton
81.97,90.13,30.14,28.44,55.76,5.7,155.3,Cotton
107.48,66.21,28.54,28.8,51.26,7.03,120.86,Millet
37.56136146744531,16.94681081123442,24.69028111005936,30.515656193509255,75.44020051497426,5.390271841567759,247.24628194284372,Rice
115.82,74.05,16.39,30.12,64.77,6.07,197.31,Maize
77.84,56.18,76.9,31.95,87.29,6.77,297.8,Groundnut
45.04,56.47,63.42,24.88,88.17,7.02,299.94,Rice
110.28,38.3,54.36,32.65,62.07,5.0,233.53,Groundnut
52.8,85.86,56.06,33.25,55.87,6.46,63.83,Wheat
28.796238591664604,36.1544719038081,19.65023306566665,21.70205991318389,85.53681069555739,6.975121308777972,124.23146345596231,Pulses
